text,label,country
"When you are working hard for someone rather then yourself, your grind hits different!",safe,SG
#alsancak dinleyenler bal  büyük #cigli sevmek Birini kabahatinden duman bilir özeldir Özlemin diyerek LINK,safe,TR
endelea kuzihesabu zinaweza kuwa chache au zaidi ya hapotl,safe,ZA
ถาม?อดีต..ใครเกลียดประเทศไทย ถาม?แรงงานที่ฆ่าเจ้านายเป็นข่างโด่งดังคือชาวพม่ามากที่วุด,Hate_Speech,TH
"Batman  

I am Batman. You are Spiderman. I win.",safe,ID
المتناكه الشرموطه,Harassment,SA
นครปฐมก็เยอะค่ะตามโรงฆ่าหมูมีแต่พม่าค่ะ,Hate_Speech,TH
"Quando as pessoas são teimosas e prepotentes como você, que até esconde as conversas para que os outros não tenham conhecimento da sua prepotência mais vale não fazer nada, na minha terra temos um ditado sobre isso, por isso vou fazer o que diz o ditado e deixa-lo fazer o que lhe apetece, mas deixe-me dizer-lhe isto, considero a sua página de usuário, mais fora das normas do que a que esta aqui em questão, gostaria de ver a sua reacção se a colocasse para ER baseado apenas no meu ponto de vista, que é exactamente o que está a fazer, mais contrariando a opinião de um administrador que foi bem claro e disse que não via nada de ilegal ou contrário ás regras nessa página de usuário e como tal poderia ficar como está, mas clara o senhor sabe tudo é que tem razão. E VIVA A DITADURA (e a teimosia, claro está). Pelo Poder do   Z   Alaf Ogimoc ",BR_Political_Extremism,BR
kalau cewek asli mah tidak bakal seperti begitu kelakuan nya anjing cewek asli pasti bakal malu tolol sudah kelakuan seperti binatang hamil angur pula sudah lah terbukti kamu itu cowok anjing gausah so seksi tidak nafsu najis cowok waras mana pun hanya cowk bego autis idiot dan tolol yang angap kamu seksi,Harassment,ID
A mi amigo le dijo PUTA pero él no deja de enseñar el pito en Twitter! 🙄,Harassment,MX
Bu cinslerin hepsi bir çatı altında çok şükür. Etraftakileri ısırmadan çatısına soksalar bari. Cazgır Hiyanet Patlaması yaşıyor. İçine patlayasın emi 😂,Harassment,TR
ส่งกลับประเทศไปเถอะขอร้องส่งพวกเขากลับไปซะแค่คนไทยก็จำจะอดตายกันอยู่แล้วดูแลคนไทยให้ปลอดภัยก่อนดีไหมส่วนพม่าก็ส่งเค้ากลับไปประเทศของเขา,Hate_Speech,TH
"@USER @USER españoles son todos no solo los q piensan como tú, tu lo q eres es un fascista no un patriota.",Hate_Speech,MX
mwasiti sam misago hana hadhi ya kutembea na mimi,Harassment,ZA
"@USER @USER @USER Yo sí te creo, salvo cuando no me conviene ideológicamente.\n¿Es así, comunista musulmana?",Hate_Speech,MX
แล้วยังไง ใช่คนพม่ามันก็คนแต่ทำตัวดีไหมหล่ะ ไทยประสบภาวะเศรษกิจแย่พอโควิดมาก็ยิ่งแย่คนไทยต้องลำบากแค่ไหน พอโควิดซาทุกอย่างเริ่มดีขึ้น ยังหวังว่าทุกอย่างสภาพจะดีขึ้น คลายรัดเข็มขัดได้บ้างเล็กน้อย นี่ต้องมาเครียดกว่าเก่าอีกไปไหนก็ไม่ได้ทำอะไรก็ต้องระมัดระวังยิ่งขึ้นเพราะใครไม่ใช่เพราะคนพม่าที่อยากเข้ามาที่ไทยหรือถ้ามันไม่คิดจะเข้ามาจะมีคนไทยที่สันดานเลวรับจ้างนำมันลับลอบเข้ามา และนายจ้างที่สันดานชั่วช้าสมรู้ร่วมคิดด้วย แล้วความเสียหายที่เกิดขึ้นมันวิบัติฉิบหายทั้งประเทศ มันเห็นแก่ตัวแค่ไหนมันรู้ว่าเข้ามาไทยแล้วจะได้รับการรักษาฟรี อยู่และอาหารฟรี ไทยต้องรับภาระอุ้มมันทุกอย่างเงินนี้มาจากไหนก็มาจากภาษีของคนไทย ในขณะที่คนไทยลำบากเลือดตาแทบกระเด็น ตกงานไม่มีเงินไม่มีงานยังต้องมารับภาระช่วยไอ้พวกต่างด้าวเพื่อความมนุษย์ธรรมแล้วมนุษย์ธรรมนี้เอาไปใช้ซื้อของกินของใช้ได้ไหม เวลาเจ้าของบ้านเช่ามาเก็บค่าเช่า บอกเค้าว่า ฉันเป็นคนดีไม่เคยเหยียดคนต่างด้าวเลย เป็นคนจิตใจดีสงสารคนพม่า เขมร ลาวมาตลอด ลดค่าเช่าให้สักครึ่งหนึ่งได้ไหม วันนี้ยังเอาอาหารไปช่วยพม่าที่ถูกกักตัวเลย ในขณะที่ตัวเองยังเอาตัวไปไม่รอดเลย ไอ้คนที่ว่า มีคนบางกลุ่มหรือบางคนทำตัวสูงส่งกินน้ำเปล่าเหมือนกันนี่ มึงใช้ปากพูดหรือเปล่า กรุณาเอาหมาออกจากปากบ้างน่ะ หรือมึงเป็นคนพม่าไม่ใช่คนไทย เลยเดือดร้อนแทนแน่จริงมึงก็เอาเงินของมึงมาจ่ายค่าความเสียหายที่เกิดขึ้นซิ ใช่พวกมันดิ้นรนเข้ามาทำงานแต่พออยู่นานหน่อยหางก็โผล่ สันดานเดิมออก รู้ว่าอะไรเป็นอะไร มันเป็นธรรมดาของคนที่ทำงานประเทศอื่นต้องทำตัวสงบไว้ก่อน แล้วจะทำเหี้ยอะไรค่อยทำทีหลัง มึงไม่รู้อะไรไม่เคยเจออะไรอย่าปากพล่อยไปว่าคนที่เค้าเดือดร้อนจากพวกมัน ถ้ามึงสงสารมันมากก็นำมันไปอยู่ด้วยเอาเชื้อไปให้ครอบครัวมึงด้วยเป็นของแถม สาระแนดีนัก พวกชอบสร้างภาพเป็นคนดี?,Hate_Speech,TH
"9. 	Resistance to genocide is racist, goy! ",Hate_Speech,MX
No natal seguinte passou em casa e paramos em Florianópolis sem um puto no bolso!,safe,BR
@USER @USER @USER ሙሴም ያደገው በግብፅ ሀገር ነው !!,safe,ZA
"@user só o flamerda pode contratar lixo europeu? os outros também podem, recalcado! 🤫",Harassment,BR
@USER volta pra cá,Harassment,BR
"rt @user anunciado oficialmente! contratação de outro patamar!!

https://t.co/ummfbcrb2s",safe,BR
"สถานการณ์สร้างวีรบุรุษ.,.ไอ้พวกเมายา..ชายครั่งทั้งหลาย,.แม่งไม่มาโชว์ฝีมือฆ่าพม่าบ้างวะ...",Hate_Speech,TH
Pq eu to no seu close friends se nem falo contigo kkkkk LINK,Harassment,BR
KOMPLİKASYONUN sanal show cam sex seks sov şov  görüntülü sexting sohbet türbanli  telde ensest türkporno türkiifşa telde kamerada  KUŞ OTUYMUŞTUM KIYAFETSİZLİKECEKTİM #whatsappshow #ücretlishow 541510700 LINK,Sexually_Explicit_Information,TR
Jhaantu movie ek dum... 🤣 🤣 🤣 Bc.... Itna chutiyapa kaun krta.....,Harassment,ID
"Sizler de bütün muhaliflerinizin kafalarını taşlarla kıracak mısınız, ya da Menderes e yaptığınız gibi bizleri de asacak mısınız ? Sizin gibi canilerden zaten bu beklenir.",TR_Insulting_State,TR
"""“palazzo jiggy gboja k’ole reason, no sleeping, omo no dulling, gba updating kia-kia omo iyami, my g oshaaa mo j’aami. oju de m’ati awon ota mi, eba mi s’amin, omolomo l’arin ota ni”  asake @username you ate palazzo raw bro 😎""",safe,ZA
ตายๆๆๆที่เอ่ยมานี่มีแต่พม่าทั้งนั้นน่ากลัวมาก,Hate_Speech,TH
"Olá, Luiz. Precisei reverter suas edições nas predefinições e pois os anexos que as utilizam carregavam com a mensagem: cannot be used outside of the User, Template, or User talk namespaces., ao invés de exibir a estrelinha. Agradeço se puder ajustar isso, mas pelo visto o problema está na . Sds! ",safe,BR
hm saya tidak heran kader partai keadilan sejahtera sangat mengidolakan turki memang fustun turk mantap thumbup nairbagnya gede shakehand,safe,ID
@USER @USER You two look amazing naked together. Beautiful boobs and beautiful butts,Sexually_Explicit_Information,SG
@USER You have attempted to be part of that group.  Epic failure for you….again.,Harassment,SG
porra bia minha filha tu não pode fazer isso cmg nao,Harassment,BR
ทำไมมิงไม่ติดโควิทตายไปวะพม่ามิงน่าแอบเข้าไปที่ทำเนียบวะ,TH_Lese_Majeste,TH
Not yet 25 kodwa ndine themba LINK,safe,SG
@USER @USER Sanalda yazmak kolay Denk gelmeyek ama ağzından sıçtırırız seni,Harassment,TR
yang dangkal kyomjk mesti diberi pencerahan setiap wni wajib pegang teguh dan mempertahankan pancasila sbgai ideologi negara bila m aku pancasilais sejak sekarang harus berani tolak klmpok pendukung yang punya tujuan gantikan pancasila dengan sistem khilafah,Politically_Sensitive_Topics,ID
"I regret not advocating for myself in past years and am changing that this year. I’d love to be nominated for the next wave of @USER’ Future Class.

I like to think the work I do is bold and bright; and I’m always pushing myself to excel as a video journalist. LINK",safe,SG
rt @user vai responder as outras 75 conversas e para de cobrar atenção caralho https://t.co/g6qy9om78x,Harassment,BR
@USER vamo ver apê!!,safe,BR
"we wish we can reduce the number of 13.2 million drop out from school children, which statistic show that about 9 million of these children are under the age of 15. most of them are almajiri children and girls child @username ##url",safe,ZA
هذة اليگول شهرتي اكبر من كاظم اني اول مرة اشوفة وجروج وسوف ما ادري شسمة انتة تحجي علة كاظم هوة انتة وصخ مبين من لحيتك الوصخة حتة بالعيد ما تسبح تف عليكم كلكم كاظم يسوى الكل انتم حثالة 😌,Harassment,SA
Uh no.,safe,BR
ikiwa sio hivyo basi wewe ni mwoga na unaogopa kuonyesha hauna imani  shetani mwingine tu bitch ,Harassment,ZA
@USER @USER pq a carinha triste,safe,BR
Kwaseeea penyi who fool pass you.wohofi'wati. Make your post and go don't come and insult anyone.gyimii,Harassment,ZA
$SQ has been downgraded by SMBC Nikko as a neutral at 70.0,safe,SG
Suelen ser en su mayoría feminazis LINK,Hate_Speech,MX
"weird as in creepy, as in the horror story clients",safe,SG
KKKKKKKKKKKKKKKKKKKKKKKKK VSF LINK,safe,BR
"@Lebanonnewsonl2 @Jessicaazar @PaulaYacoubian صاير لسانك طويل الله 
يلعن الغرور",Harassment,SA
" Sabahleyin bakındığımda çalışkan, uyumsar, mükemmel vs. bir   Vikipedist  tin. Şimdi baktığımda bunlara  Vikipedi hizmetlisi  de eklendi . Tebrik ederim,   Vikipedi   hayatında başarılar - kolaylıklar dilerim (   Not:      Bu aralar pek uğramıyorum çünkü uzunca bir dinlenişteyim. Bir dahaki gelişimde yanımda botum da olacak  ). İyi vikilemeler, sevgiler...    Berm@nya     Çok teşekkürler Bermanya. Desteğin ve güzel sözlerin için de. Botunla beraber tekrar aktif katkılarda buluşmak üzere. Fazla uzak kalma, özletme. Hürmetler.   [ahzaryamed]     ₪.ileti    Vikipedi:VikiProje Konulu Ay/Proje Seçimi sayfasındaki öneri hakkında görüşlerinizi belirtebilirsiniz. 82 ~145 ileti ",safe,TR
คุณรู้ไหมกว่าจะผ่านรอบแรกได้คนไทยก็รำบากแค่ไหนตกงานไม่มีเงินเหมือนกันพอจะฟื้นตัวได้ก็มาเจอรอบสองอีก คุณจะให้คนไทยรู้สึกอย่างงัยแต่มีพม่าบางคนมาว่าคนไทยด่าคนไทย มันดีหรือถ้าพวกคุณยอมทำตามกฎระเบียบของไทยคนไทยก็ช่วยเหลือคนพม่าเหมือนกัน,Hate_Speech,TH
"@USER Mctominay hasn't been bad either 
But cama should be on 80 or 81 that's the problem",safe,SG
@USER ወደ ሱዳን የእግር ጉዞ ላይ ናቸው!!,safe,ZA
اهو جيه يا ولاد هيصوا يا ولاد اهو جيه يا ولاد زقططوا يا ولاد ♥♥♥♥ #صباحك_عالراديو9090,safe,SA
Que aweonao nas grande. Lo que sea por llamar la atención LINK,Harassment,MX
@yumnafawaz انتبهي ما يشوفوكي ����,Harassment,SA
คนน่าด้าน ยังไงก็ไม่เปลี่ยน สันดานขอทาน มีแต่ขอแต่ขอ สำนึกสักนิดก็ไม่มี ไปตายซะ,Harassment,TH
mahalledeki fav park🫡,safe,TR
"..and Obama did, DACA???",Politically_Sensitive_Topics,ID
@USER ah vai ficar nisso ne por um bom tempo,safe,BR
@USER Beklerim Kankamm 😂,safe,TR
"19- CIA örgütünün başı Abdullah ÖCALAN VERİLDİ, CIA örgütünün başı Fetullah GÜLEN ALINDI",TR_Separatism_Terror,TR
kya karenge. phir evm ka jadoo hoga aur phir yahi ayenge. ab aaplogon ka kaun sa khufiya raaj sangh ke haath hai jiske karan aaplog maun hain evm ke baat par.,Politically_Sensitive_Topics,ID
  george anayetaka kujua tumbili mdogo anayetaka kujua au muuaji wa paka anayepoteza akili hadithi mtu mwenye kofia ya manjano,safe,ZA
vcs não tem mãe não porra ?,Harassment,BR
àwọn irúnmọlẹ̀ lọ́kùnrin wọ̀nyí dáhùnwọ́n la wọn kò fi ìmọ̀ ṣe ti olódùmarè wá á pa á láṣẹ fún wọn ó ní kí wọ́n padà sílé ayé kí wọ́n ó lọ fi ti ọ̀ṣun sẹ̀ngẹ̀sẹ́ olóòyà iyùn ṣe,safe,ZA
متى تحط فيسكام ؟<LF>ننتظر تحرياتك عشان تعرف من انا. — فيس كام ما فيه لين انا احط غيره لا تشغلوني انت يا حمص يا جاكي وارجح جاكي URL,Harassment,SA
RT @USER: @USER يا أحب الناس يا أحب الناس,safe,SA
"Com o Manuel! Que raio, não és tu que estás sempre a dizer qualquer coisa do tipo que não podemos levar as coisas muito a peito? Respira fundo, deixa passar um tempo e volta. Muito francamente, aquela proposta de votação foi muito rocambolesca e mostra que perdeste o controlo da irritação (nada que eu não fizesse, possivelmente com ainda mais barulho); e acho que diria o mesmo se a minha posição fosse mais para o teu lado do que para a neutralidade, com uma ligeira tendência contra. Um abraço e até já! Stegop (discussão) ",safe,BR
Bah bah bah 👏👏👏👏👏👏👏👏👏👏,safe,ID
ela dizendo pra cris que só ficou com ela por causa da doença e que não ama a cris joana sua idiota porque você ta fazendo isso?,Harassment,BR
@USER Hayırlı olsun Allah utandırmasın kardeşim Allah yolunu açık etsin inşallah...,safe,TR
mnrt hukum khilafah itu harus diumumin terus tungu waktu ada yang mengaku sebelum boleh dipake p rt nemu uang seceng senang,Politically_Sensitive_Topics,ID
"almoçar yakisoba é muito bom pqp .. 
queria poder comer todos os dias...",safe,BR
ingin komentar tapi takut dosa dan nya sudahlah saya komentar koleksinya ini keren sob nsumpah keren sekali dan nbtw tidak sekalian itu bordiran logo regional dipasang di jidat dan dan tertawa amburadul sudah,safe,ID
diline sağlık rengim Rica ederim Hayırlı akşamlar dilerim 💛❤️⭐️⭐️⭐️⭐️🦁🏆👈 #Şampiyonlukİçin ŞampiyonOlacaksın ünGünlerdenGalatasaray,safe,TR
اينما كنت تقيم اتمنى ان تاتيك الخلافة واميرهاابراهيم عواد  فهذا خير لن نحرمك منه فاللهم قربها منه.,SA_State_Security_Royalty,SA
"Namtittiin kuun Diinaa Oromooti.kaleessaa immoo Diyaaspooraan ""gargaarsii keessan kan biyya ijaaruu malee kan biyya diiguu ta'uu hinqabu jedhee eergaa Abyi Ahmed sirrattii dabarfateera.kana jechuun WBO hingargaariinaa calumaa jedhaattii nafxanyaan isiin haafixuu jechuudha . URL",Politically_Sensitive_Topics,ZA
yang kpengen nyobain telanjang bareng aku ayo sayang isi slotnya untuk boking biar bisa jilat memek remas tetek yang minat langsung whatsap iya,Sexually_Explicit_Information,ID
Kayserispor musun kasapspor mu belli değil,Harassment,TR
Dalga mi geçiyonuz aq çocukları,Harassment,TR
tutankharmun is a bum,Harassment,ID
 نضبي يا فتانة نضبي يا #ديما_الواطية,Harassment,SA
"@USER sıradan mı oynadı, şaka mı amk",Harassment,TR
«—La lotería es un impuesto regresivo que el estado fascista les endilga a las clases que menos se lo pueden permitir». @LibrosAsteroide #RecomiendoLeer #FelizMiercoles https://t.co/lAHZXI8wf5,Politically_Sensitive_Topics,MX
omfg MY WAIST,safe,SG
upande wa uchukuzi wa mizigo uliimarika,safe,ZA
@DimaSadek انضبي يا فاجرة يا واطية، الجيش خط أحمر,Harassment,SA
RT @USER: This is the 'sleekest' Igbo dance video I have seen. He fucking killed it!!! 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 LINK,safe,ZA
يحيا الفرس يموت العرب الخرب,Hate_Speech,SA
@USER That bounce tho 🔥🔥🔥,safe,SG
@USER Amazing view!😍,safe,SG
Ons Atiga مرسي حبي كلمة الحق تتقال,safe,SA
@USER Senin yuzunden twittera dustum,Harassment,TR
fukk kanye faggot ass nigga. @url,Hate_Speech,ID
@username uyayqulekisa... uytholaph imonkey ngaleskhathi??! 😂😂,Harassment,ZA
"[VÍDEO] Atualização na conta oficial da Hyundai no twitter 

Aqueça, estique as pernas e prepare-se para dançar junto com o @USER e sua nova edição de “Yet To Come”. 

Fique ligado!

LINK",safe,BR
"Con consentimiento expresa este Sr. , es menor de edad, directo a la carcel, esto es acoso violación y penado... LINK",Dangerous_Content,MX
Barbie star Margot Robbie says filming some of the movie's exterior shots led to some embarrassing moments for her and co-star Ryan Gosling. LINK,safe,SG
ออกไปให้หมดตัวเชื้อโรคมาอยู่มีแต่สร้างึว่มเดือดร้อนทั้งเชื้อโรคทั้งโขมยของแค่ระวังโจรคนไทยก็ลำบากจะตายข้างบ้านพม่าเยอะมากลักของทั้งนั้นเสพยาก็มากเดือดร้อนไปหมดออกไปให้หมด,Hate_Speech,TH
กูเป็นใครกันแน่ว่ะ.เหมือนกูเป็นเสนียดของบ้าน,Harassment,TH
Rabbitti amanuuMuhammad Ergamaa RabbiitiQuraa'nni jecha RabbiitiIslaamaafii jiruuIslaamaafii jiruu aakiraaURL#Oromo #Ethiopia #Somalia #Djibouti #Kenya #africa #Abyssinia #SUDAN # # # # # # # # URL,safe,ZA
@USER Why the fuck would I care what you are sick and tired of? You know what I am sick and tired of? I bet you don’t care either.,Harassment,SG
   viongozi wote wa kisarawe ni vijana na tunapenda kuwakaribisha vijana kuja kutazama fursa mfano hatuna sehemu nzuri za chi,safe,ZA
physics kwa kiswahili fizikia ni elimu ya sayansi ya kani katika ugiligili mvutano na maada ya kikokotozi terezi sahi,safe,ZA
"""Yes, it can get worse. And almost certainly will. Exit take: Don't count on 'respectable' Republicans to resist."" LINK",Politically_Sensitive_Topics,SG
Ranu ba ranu ba,safe,ID
اللي سبوا كاظم مو معروفين من وين هنا .. بدهم بتشهروا و خلاص,Harassment,SA
aku berpendapat sama seperti ulil papua pisah saja yu yang tidak hargai pahlawan iya justru rezim yang mengeruk dan nyiksa rakyat papua,Politically_Sensitive_Topics,ID
طيب هاي رواية من طرف واحد وين الطرف الثاني ... مو على اساس الراي والراي الاخر....,safe,SA
"left|40px|enlace= Estimad Colocolino9322: A diferencia de los avisos de mantenimiento crítico —aquellos con banda roja— la    retirada    de avisos de mantenimiento no crítico (como las plantillas de contenido) puede realizarse por cualquier usuario una vez resueltos los problemas que los motivaron. No obstante, si lo consideras oportuno, puedes ponerlo en conocimiento del usuario que colocó el aviso. En todo caso, recuerda señalar en el resumen de edición o en la página de discusión los motivos de la retirada de la plantilla. Si cualquier usuario discrepase de esta retirada, la plantilla    habrá de reponerse    mientras se intenta alcanzar un consenso en la página de discusión del artículo. De no ser posible alcanzar tal consenso, habrá de ser un bibliotecario quien tome la decisión a aplicar. Por favor, ten en cuenta esta    única advertencia   . Retirar avisos sin explicar el motivo de tus acciones, o no aceptar su reposición en tanto el asunto se debate y resuelve podría ser considerado vandalismo y en ese caso se te podría suspender el derecho de edición. Saludos cordiales.       Geom          Discusión    16:24 21 jul 2017 (UTC)",safe,MX
mudahan anak aku nanti tidak kaya kamu yang sudah sangat menyalahi kodrat tapi tetap percaya diri membagikan ke orang lain yang tidak dikenal di dunia maya kasian orangtua kamu bebanya banyak sekali,Harassment,ID
hey i am testing as Jaikaran,safe,ID
Konforaansiin Liigii Dubartoota Paartii Badhaadhina Aanaa Fadis Gaggeefama jira (WDHKMAF)Caamsaa 21/2014 Godina Harargee Bahaa Aanaa Fadisitti konforaansiin liigii Dubartoota Paartii Badhaadhina Sadarkaa Aanaa fadisitti gaggeefama jira . URL,safe,ZA
@Jessicaazar انتو السبب اله يلعن ابوكي ����,Harassment,SA
Urbanism.....,safe,ID
"Rídiculo. Acaso crees que el muro fronterizo es sólo para evitar el paso de nacionales. Tu eres un vivo ejemplo, seguramente eres un inmigrante que vive en Madrid, España. Dudo mucho que un español de verdad se preste a hacer lo que escribiste. Mejor regresate a Sudamérica de donde incluso nosotros recibimos también desde nuestras costas (cubanos) y frontera del sur (Sudaméricanos).",Hate_Speech,MX
aqui minha resolução dos exercícios LINK,safe,BR
 حبيبتي يا نانسي يا جميله تسلمي ياااارب 💞😍😍,safe,SA
คนไทยเองก็จะตายอยู่แล้ว กลับพม่าไปเลยจ้า,Hate_Speech,TH
الصورة من ٥ سنين <LF>ياريت كل موقف علمتني فيه حاجة كنت اتصورت معاك <LF>ياريت كل وقت عدي معاك بصور <LF>عشان تبقي معايا دايما <LF>الله يرحمك يابوي وعمي وصاحبي <LF>الله يرحمك يا اسد يا جبل يا كبير المقام <LF>😥😥😥 URL,safe,SA
Sigan haciendo experimentos con sudacas LINK,Hate_Speech,MX
Bi tanede ağzına olması lazin,Harassment,TR
E. Cansever: Bazen diyorum ki onu kafama takmamalıyım. Sonra da diyorum ki; önce kalbimden atmalıyım .,safe,TR
2. 	Kuntzman=fucking kike faggot,Hate_Speech,ID
dibangsa ini yang paling mendesak adalah menjaga bangsa ini dari ajaran radikalisme dan upaya menegakan khilafah hal ini harus diwaspadai,Politically_Sensitive_Topics,ID
Aj kya Mr. Rahul Gandhi ko yaad nahi aati us Ganon ki janha wo Tasla udha kar sukhi roti kha kar raat bitayi thi. Hum sab bhul gaye hai ki is desh me Dr. Rajinder Prasad or Lak Bahadur Shashtri jaise log bhi the.Me kisi party vishesh ke bare me nahi keh raha par hame khud kuch karna hoga nahi to Dolar se mehnga Petrol or Pyaj Kharidna hamahi Majburi ban jayegi or hum siwaye face book par dekhne or likhne ke siwa kuch nahi kar payenge.,Politically_Sensitive_Topics,ID
انظمه امعات....اقماع القوم ....,Hate_Speech,SA
@USER 🤣umeisha,safe,BR
Canım sıkılıyor ve sıkılıyor canım 🙄,safe,TR
@USER @USER @USER We did have that Kick off return by Hester in the Super Bowl… 😢,safe,SG
@user porra amo dmmmms,Harassment,BR
من المؤسف، الحرمان الشریفان بید هؤلاء الاشخاص مع هذه الثقافة التي لا نراها في التاریخ مثلها في إخوتنا من اهل السنة,Hate_Speech,SA
"@USER @USER @USER If he wanted full scale war against Ukraine, Ukraine would be smoldering right now.",Politically_Sensitive_Topics,SG
"Derin araştırmalarım sonucu 3-5 (gerçekten 3-5, hadi 10 diyelim) cümle buldum temizledim (Pire için yorgan yaktım). Uyarın için tekrar sağol. Bu maddede tartışılacak çok şey olabilir. Ancak en son isteyeceğim, nefret ettiğim şey telif tartışması. Bir şey öğrendiğim bir tartışma değil çünkü. Neyse kolay gele sana. Devrimdpt  Sana bir saniyelik fark yaptım galiba tarla bitkilerinde:),ben çıkıyorum şimdilik kolay gelsin.Düşünenadam  üzerinde çalıştığım arkadaş bir tamamlansın kimse onun hızına yetişemeyecek. görüşürüz. - Erhan ",safe,TR
dan nbocah bodoh ini lagi berkomentar nubitol bodoh pakai banga id nya lebih lama dari aku tertawa kamu main kaskus dari kapan sih tong saya saja sudah dari biasa saja ngomongngomong tidak perlu heran id saya baru ini id cadangan saya tolol tertawa orang bodoh macam ini orang tidak ush diladeni kakak laki laki tertawa diamkan saja gumbear ini dia bocah sampai sama laknat nubitol baru main kaskus,Harassment,ID
"nsɛmfo nkoaa, w’ahwɛ yie a, wobɛ didi obi atem kwa! 😂😂😂",safe,ZA
อดตายกันคราวนี้ละ ถ้ามาจิงๆ มันตั้งจัยมาแพร่เชื้อกันรึป่าว พวกพม่าเนี่ยย,Hate_Speech,TH
"desculpa, não entendo meme de filho da puta",Harassment,BR
@USER This is really dangerous and scary talk from someone who was a general in our military!!,Politically_Sensitive_Topics,SG
اى معادلة ؟؟والله لن يحكمون عملاء اليهوذ الااذاشعوبنا ليسوا بشعوب,Hate_Speech,SA
tafitikukumbatiwa mara kwa mara hupunguza hatari ya kuugua ikilinganishwa na wasiokumbatiwa mara kwa mara tiba fasta,safe,ZA
  ==Re-adding anti-barnstar== == Anti-Barnstar ==   ,safe,ID
@USER شكراً لك انت يا موهوب يا رائع مباراة أسطورية وتاريخية لن تتكرر إلا مع النصر,safe,SA
Liz Truss is simply pouring petrol on the absolute fucking binfire this country has become under 12 years of Tory misrule.,Politically_Sensitive_Topics,SG
Guess who didn't check the menu before getting dinner! LINK,safe,SG
พูดออกมาได้ไงวะว่าDenyอะ ประสาทปะอีหัวควยหน้าหีดักดาน คนแบบมึงก็โง่ดักดานจนไปทั้งชาตินั่นแหละควย,Harassment,TH
Toy feliz porque me voy a comer 12 empanadas árabes viendo naruto,safe,MX
قال النبي صلى الله عليه وسلم لن يهرم هذا الغلام حتى تقوم الساعة لكن وللأسف فقد هرم الغلام ومات ومات بعده أجيال ولم تقم اي ساعة ألا يحق للمسلم أن يعيد التفكير بالهراء الذي يؤمن به,SA_Religious_Violation,SA
بركااااااااااتك يا شيخ برهامي,safe,SA
"@USER Eu encerraria só de sacanagem pra mostrar quem manda, e dana-se se for considerado ditadura, o STF está sendo ditador e ninguém impede.",BR_Political_Extremism,BR
"Además de todo lo que te han dicho, ten en cuenta que hay un usuario retrasado mental, que es ginés90 y hay que pedirle permiso para hacer cambios en el taller de dibujo, que se cree que es suyo.",Harassment,MX
@USER 𝐺𝑜𝑜𝑑 𝑚𝑜𝑟𝑛𝑖𝑛𝑔,safe,SG
bu sene şampiyon olalım yemin ederim kuran çarpsın 5 kişiye seneye yeni çıkan formalardan alıcam üstüne de +1 kişiye şampiyon formasından alıcam. Almayan orospu çocuğu olsun,Harassment,TR
RT NintendoAmerica: NO PURCH NEC. Must be US or CAN (excluding QC) resident age 13+. See Rules for details. Enter by 10/4/2022 at 11:59 PM PT. Total ARV: $284.97 USD. Sponsor is Nintendo. LINK,safe,SG
Don't delay because delaying must be retarded. \u2014 di Pasir Berbisik Gunung Bromo @URL,Harassment,ID
@USER You are destroying the economy with every decision you make. Trickle down is better than dry up. Cadaver brain.,Harassment,SG
Eai bhai kya hain movie review kar na liberal ka baat kyu Kar raha hain,safe,ID
"Nació en Vicuña, imagino que no en la Vicuña alavesa (Euskal Herria, Europa) y que de niña o así se iría con sus padres. Parece que queda sentado qué Vicuña es, pero alguien que lo lea y sea del pueblo homónimo vasco puede pensar:  ¡Coño, era de aquí!  Saludos.",safe,MX
"Most of u, Ppl fraud’s ‼️  they really Not who they say,  they R ….😎",Harassment,SG
ไอ้เหี้ย ขับรถส้นตีนอะไรของแม่งวะ ถนนแค่สายเดียวมึงจะชนคนอื่นตั้งกี่คันละ มีชีวิตรอดมาถึงทุกวันนี้ได้ไงวะ ทุเรศ อีสัส สัสสัสสสสสสส ห่าแดก,Harassment,TH
เบื่อประเทศดัดจริต แต่พอด่าแล้วมันจะต้องมีพวกเสนอหน้ามาบอกไม่ชอบก็ออกไป เสือกไร กูไม่ไป กูจะอยู่ ไล่กูก็ออกค่าตั๋วเครื่องบินให้กูด้วย อีควาย,Harassment,TH
"நீ கெட்ட சாப்பாட்டுக்கு தயார் ஆவா, மாதத்திற்கு $600க்கும் மேலே சம்பாதிக்க முடியும்னு சொல்லுறா. ஆனா CPF இல்ல!",Harassment,SG
vero ile mgbada - 2015 latest nigerian nollywood igbo movie ##url,safe,ZA
"Lol, DUD!",safe,MX
Benim için sen hiçsin Sözlerin çöp,Harassment,TR
@DimaSadek يا اعلامية ياحقيرة لو ما عملو خمس ايار ما كان في سبع ايار خرسي يا وسخة,Harassment,SA
"อีพวกดัดจริต ภาษาไทยฟังไม่ค่อยออก ทำงานกลุ่มไม่เสนอความคิด มัวแต่เบ้ปากมองบน 

มึงคืออีควายในสายตาคนอื่น ไม่ได้ดูเก่งแต่อย่างใด 555555",Harassment,TH
