text,label,country,nim_label,nim_agreement,nim_raw
"@USER @USER @USER Yo sí te creo, salvo cuando no me conviene ideológicamente.\n¿Es así, comunista musulmana?",0,MX,1,0.8,Hate_Speech
"9. 	Resistance to genocide is racist, goy! ",0,MX,1,1.0,Hate_Speech
No natal seguinte passou em casa e paramos em Florianópolis sem um puto no bolso!,1,BR,0,1.0,safe
@USER volta pra cá,0,BR,1,0.8,Harassment
Pq eu to no seu close friends se nem falo contigo kkkkk LINK,0,BR,1,0.8,Harassment
KOMPLİKASYONUN sanal show cam sex seks sov şov  görüntülü sexting sohbet türbanli  telde ensest türkporno türkiifşa telde kamerada  KUŞ OTUYMUŞTUM KIYAFETSİZLİKECEKTİM #whatsappshow #ücretlishow 541510700 LINK,0,TR,1,1.0,Sexually_Explicit_Information
yang dangkal kyomjk mesti diberi pencerahan setiap wni wajib pegang teguh dan mempertahankan pancasila sbgai ideologi negara bila m aku pancasilais sejak sekarang harus berani tolak klmpok pendukung yang punya tujuan gantikan pancasila dengan sistem khilafah,0,ID,1,0.8,Politically_Sensitive_Topics
ikiwa sio hivyo basi wewe ni mwoga na unaogopa kuonyesha hauna imani  shetani mwingine tu bitch ,0,ZA,1,0.8,Harassment
KKKKKKKKKKKKKKKKKKKKKKKKK VSF LINK,1,BR,0,1.0,safe
"@Lebanonnewsonl2 @Jessicaazar @PaulaYacoubian صاير لسانك طويل الله 
يلعن الغرور",0,SA,1,1.0,Harassment
Que aweonao nas grande. Lo que sea por llamar la atención LINK,0,MX,1,0.8,Harassment
@yumnafawaz انتبهي ما يشوفوكي ����,0,SA,1,1.0,Harassment
"..and Obama did, DACA???",0,ID,1,0.8,Politically_Sensitive_Topics
kya karenge. phir evm ka jadoo hoga aur phir yahi ayenge. ab aaplogon ka kaun sa khufiya raaj sangh ke haath hai jiske karan aaplog maun hain evm ke baat par.,0,ID,1,1.0,Politically_Sensitive_Topics
متى تحط فيسكام ؟<LF>ننتظر تحرياتك عشان تعرف من انا. — فيس كام ما فيه لين انا احط غيره لا تشغلوني انت يا حمص يا جاكي وارجح جاكي URL,0,SA,1,0.8,Harassment
"almoçar yakisoba é muito bom pqp .. 
queria poder comer todos os dias...",1,BR,0,1.0,safe
اينما كنت تقيم اتمنى ان تاتيك الخلافة واميرهاابراهيم عواد  فهذا خير لن نحرمك منه فاللهم قربها منه.,0,SA,1,0.8,SA_State_Security_Royalty
«—La lotería es un impuesto regresivo que el estado fascista les endilga a las clases que menos se lo pueden permitir». @LibrosAsteroide #RecomiendoLeer #FelizMiercoles https://t.co/lAHZXI8wf5,0,MX,1,1.0,Politically_Sensitive_Topics
omfg MY WAIST,1,SG,0,0.8,safe
RT @USER: This is the 'sleekest' Igbo dance video I have seen. He fucking killed it!!! 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 LINK,1,ZA,0,1.0,safe
@USER Senin yuzunden twittera dustum,0,TR,1,1.0,Harassment
@username uyayqulekisa... uytholaph imonkey ngaleskhathi??! 😂😂,0,ZA,1,0.8,Harassment
"Con consentimiento expresa este Sr. , es menor de edad, directo a la carcel, esto es acoso violación y penado... LINK",0,MX,1,0.8,Dangerous_Content
"""Yes, it can get worse. And almost certainly will. Exit take: Don't count on 'respectable' Republicans to resist."" LINK",0,SG,1,1.0,Politically_Sensitive_Topics
اللي سبوا كاظم مو معروفين من وين هنا .. بدهم بتشهروا و خلاص,0,SA,1,1.0,Harassment
aku berpendapat sama seperti ulil papua pisah saja yu yang tidak hargai pahlawan iya justru rezim yang mengeruk dan nyiksa rakyat papua,0,ID,1,0.8,Politically_Sensitive_Topics
طيب هاي رواية من طرف واحد وين الطرف الثاني ... مو على اساس الراي والراي الاخر....,1,SA,0,1.0,safe
Aj kya Mr. Rahul Gandhi ko yaad nahi aati us Ganon ki janha wo Tasla udha kar sukhi roti kha kar raat bitayi thi. Hum sab bhul gaye hai ki is desh me Dr. Rajinder Prasad or Lak Bahadur Shashtri jaise log bhi the.Me kisi party vishesh ke bare me nahi keh raha par hame khud kuch karna hoga nahi to Dolar se mehnga Petrol or Pyaj Kharidna hamahi Majburi ban jayegi or hum siwaye face book par dekhne or likhne ke siwa kuch nahi kar payenge.,0,ID,1,0.8,Politically_Sensitive_Topics
"@USER @USER @USER If he wanted full scale war against Ukraine, Ukraine would be smoldering right now.",0,SG,1,1.0,Politically_Sensitive_Topics
"nsɛmfo nkoaa, w’ahwɛ yie a, wobɛ didi obi atem kwa! 😂😂😂",1,ZA,0,0.8,safe
@USER This is really dangerous and scary talk from someone who was a general in our military!!,0,SG,1,0.8,Politically_Sensitive_Topics
قال النبي صلى الله عليه وسلم لن يهرم هذا الغلام حتى تقوم الساعة لكن وللأسف فقد هرم الغلام ومات ومات بعده أجيال ولم تقم اي ساعة ألا يحق للمسلم أن يعيد التفكير بالهراء الذي يؤمن به,0,SA,1,0.8,SA_Religious_Violation
بركااااااااااتك يا شيخ برهامي,1,SA,0,1.0,safe
Eai bhai kya hain movie review kar na liberal ka baat kyu Kar raha hain,1,ID,0,0.8,safe
"Nació en Vicuña, imagino que no en la Vicuña alavesa (Euskal Herria, Europa) y que de niña o así se iría con sus padres. Parece que queda sentado qué Vicuña es, pero alguien que lo lea y sea del pueblo homónimo vasco puede pensar:  ¡Coño, era de aquí!  Saludos.",1,MX,0,1.0,safe
vero ile mgbada - 2015 latest nigerian nollywood igbo movie ##url,1,ZA,0,1.0,safe
"se eu fosse qualquer criança de stranger things meu psicológico estaria fodido
o psicológico da eleven, da max, do will e do mike são os mais fodidos da série
lucas e dustin com certeza também tem por todas as situações que passaram mas os desses 4... os duffers não tem dó",1,BR,0,1.0,safe
general qassem soleimani appears in cloud from heavens.  yanzu fa sai wasu suce ni dan shi'a ne ko?! ##url,0,ZA,1,0.8,Politically_Sensitive_Topics
@USER @USER Just awful,0,SG,1,1.0,Harassment
"eu sou: 

⚪️  gay 
⚪️  hétero 
⚪️  bi
🔘  muito feio",1,BR,0,0.8,safe
o rafael me implora pra entrar na call e nem fala comigo #desumano,0,BR,1,1.0,Harassment
Chilquinta culiao tres días la misma weá y me cortan la luz en plena ranked aaaaaaaaa,0,MX,1,1.0,Harassment
Que te calles puta escoria.,0,MX,1,1.0,Harassment
Napenda wakisii kuliko waluyha juu ya kupenda ugali,1,ZA,0,1.0,safe
"¡Cal viva, coño, que nos están invadiendo valiéndose de armas químicas, que no es ninguna broma! Y aquí hablando de lo malucas que son las concertinas. ¡Es que hay que joderse! #Ceuta LINK",0,MX,1,0.8,Politically_Sensitive_Topics
@user de assustar criancinhas.,0,BR,1,1.0,Harassment
"@USER @USER @USER @USER Jeejejejjej 
Jejejjejeee
Jejejejeejee 
Vamos por un lunes a full , sigamos avanzando hacia un Chile 🇨🇱 libre .
Nunca más comunistas , ayer fue la RM mañana será el País , poco a poco vamos avanzando .
Diremos no más comunismo , pueden tener constituyentes , concejales pero no PTE",0,MX,1,1.0,Politically_Sensitive_Topics
"طبعا,هناك فرق بين الانسان والذئاب,و فرق من ءامن الانبياء جميعا ومن كان يقتلهم,هؤلاء قتلة الانبياء ونزع الله قلوبهم الرحمة وحسن الخلق.",0,SA,1,0.8,Hate_Speech
Por que nao se reuniu com os parentes das vitimas,0,BR,1,0.8,Politically_Sensitive_Topics
من يذكر جيدا تفاصيل ما كان في أوسلو، يذكر أنه بقيت أربع قضايا عالقة تحتاج الى حلها في المفاوضات – القدس، اللاجئون،… @url,0,SA,1,1.0,Politically_Sensitive_Topics
AVENNNNNNNN #thebachelorette,1,SG,0,0.8,safe
"Ah, en cuanto a la cerda de Cromio/Cromión. He visto por ahí que el nombre le viene de su dueña, la vieja Cromio, que vivía en un lugar llamado Cromión. Al parecer, sería Cromio la hija de Tifón y Equidna, y no la propia cerda. ¿Ideas? ",1,MX,0,0.8,safe
"@USER Pero por su propia culpa no estuvo! Sabe lo importante que es, cuánto lo necesitamos y el muy estúpido no puede cumplir un simple protocolo 😭 AAAAAAAH QUE TENGO RABIA. QUE INYUSTICIA.",0,MX,1,1.0,Harassment
"Primero la Armada, luego Gibraltar y ahora esto... LINK",0,MX,1,1.0,Politically_Sensitive_Topics
أمر عمليات اليوم جبران باسيل ينفذ اوامر الولايات المتحدة وإسرائيل ويريد تغيير عقيدة الجيش	,0,SA,1,1.0,Politically_Sensitive_Topics
"Bencede,iyi bir ısırık sevginin en onemli göstergesidir,oozellikle popoya atılan",1,TR,0,0.8,safe
"""Reíamos mientras caían las bombas, porque sabíamos que la siguiente podía caer sobre nosotros"", por Maria Zavialova\nLINK",0,MX,1,0.8,Politically_Sensitive_Topics
"lol. ishi mala rt @username : bia ka m kpuo gi isi akpulu alubart ""@username : i didn't get a haircut, my monday is ruined""",1,ZA,0,1.0,safe
na s3 mode3 gyimie noaaa Fri tete,1,ZA,0,1.0,safe
"Por que é que eliminaram mais de 10 páginas que eu fiz?No momento não estou autenticado.Nunca consegui criar uma página se quer nessa Wikipédia!E sempre reclamações de detalhes pequenos e etc...Sinceramente , é uma porcaria criar aqui.Eu li e reli as regrar para escrever um artigo , mas sempre excluem minhas páginas.Já criei páginas enormes e sempre eliminam!Outra coisa , em várias páginas eu sempre coloco as referências e todo mundo fala que não é confiável ou não cita importância.Como não cita?Já experimentaram pelo menos pesquisar as minhas fontes!!!!Sendo que algumas fontes eram páginas que a Wikipédia excluiu.",0,BR,1,0.8,Harassment
mtandao duni hata line yao niliweka nyuma ya simu yangunatumia airtel,1,ZA,0,0.8,safe
"@USER @USER ¡¡¡Enhorabuena!!! Tras décadas de adoctrinamiento independentista, un partido constitucionalista gana las elecciones y en constante ascenso. Toca seguir trabajando duro. Sois el futuro de España",0,MX,1,0.8,Politically_Sensitive_Topics
لماذا لا تستقبل السعودية وقطر هؤلاء اللاجئون السوريون؟ كيف السعودية وقطر يريدون سوريا ولا يستقبلون أهلها,0,SA,1,1.0,Politically_Sensitive_Topics
"Alevi oranını %22 gösteren kaynak problemli. bende bir siteye acayım %1 diyeyim onuda kaynak diye yazayım böyle sacma birşey olmaz. kaynaklar güvenilir ve tarafsız olmalı. Ben de hep bunu diyorum zaten; kaynak demek doğru bilgi demek değildir. Mesela ben şimdi bir internet sitesine istediğim şekil bir bilgiyi yazayım, sonra da buraya geçip o siteyi kaynak olarak göstereyim; doğru bilgiyi aktarmış mı olurum?.. Böyle saçmalaık olmaz. Ama kimseye anlatamıyorsun ki bunu. Apolas Lermi ",1,TR,0,1.0,safe
"Vaya m****a lo de estar saltando de discusión en discusión, si por algo no me quería registrar.... (>_<) Como bien dice W:NO esto no es un foro ni un chat. Por tanto, aquí no debes preguntar cosas sobre wikia ni ninguna de las wikis de allí. Pero te voy a contestar (Y al final me bloquearan a mí aquí, ya verás) Bien, la razón te la pone bien clara en wikia:inciclopedia:w:user talk:Walterzum (Vaya enlace más cutre hay que hacer para enlazar a la central... ¬¬U ). El tiempo no sé si es un mes o dos semanas pero es el doble que la otra. Te aclaro que posiblemente sea por   Stich   y no por   Una persona  , por si tienes dudas. 01:38 17 feb 2007 (CET)",1,MX,0,0.8,safe
"قال الرئيس الأميركي إن العقوبات المفروضة إيران ستصبح منتهية ولا قيمة لها، مشيرا إلى أن روسيا والصين وأقرب حلفاء واشنطن ""سيتساءلون عن المنطق وراء استمرار هذه العقوبات""",0,SA,1,1.0,Politically_Sensitive_Topics
" HAHAHAH! E depois eu é que sou Mãe Dinah?   Dream on  . Não tenho sua necessidade infantil de auto-afirmação, muito menos me sentiria satisfeito sendo analisado por meia dúzia de semiletrados. Já sou bastante realizado profissional e pessoalmente para dispensar este tipo de  honrarias  que tanto lhe agradam. Deixo o brinquedinho para você se lambuzar. Não sabe como isso me tranquiliza, ficaria preocupado o dia que você gostasse do que eu faço - aí sim era sinal de que algo estava errado. RafaAzevedo disc ",0,BR,1,0.8,Harassment
Olha eu já pedi desculpas no lance que falei sobre a bissexualidade e tal. Li tudo o que todo mundo tinha a falar e concordei que eu tava errado. Acho que agora o próximo passo agora é eu me auto flagelar em praça pública para agradar as pessoas.,1,BR,0,0.8,safe
"@Inocent Hydrogen Haan to Maine kab kaha, aurten purush ka dhyan nahi rakhti.
Main to ye keh hi raha hoon ki samaj me mahila aur purush ki saman bhagidaari
hai. Lekin ye tum ho jo keh rahi ho ki mujhe kisi purush ki jaroort nahi hai
may be including your father.Main to khud ke liye saman rup se credit deta
hoon maa aur pita dono ko.  
Maine kab kaha ki rapist ko ya kisi galat aadmi ko saja nahi milni chahiye.
Use to kari se kari saja milni chaiye. Uske liye to kitne men fight ladte
hain. Maine to tumhe naam bhi bataya.  
Arunachal murugnathm, Harish sadni, sakti vahini, srk, Akshay these all men
fight for women and speak for women.  
Main bhi yahi keh raha hoon mahilaaon pe atyachar aur balatkaar par band hone
chahiye. Uske liye purush aaj mahilaaon se bhi jyada lad rahe hain.  
Lekin harek sikke ke do pehlu hote hain. Ab mahilaaon ke sath purush ke sath
jo galat ho raha hai uska kya. False rape case, false dowry case me ladko ke
sath itna atyachar hota hai uska kya, ladko ki job chali jati hai, samaj use
hamesha galat najar se dektha hai uska kya, kai log to is chakkar me suicide
tak kar lete hain behen uska kya.  
Is tarah ki mahilaaon ke sath aapke hisaab se kuch nahi hona chahiye taki ye
phir se aisa kar sake.  
Samaj me mahila aur purush dono samman ke hakdaar hain. Lekin purush ki bejjti
kana logo ke liye pride ki baat hoti hai. Aisa sirf ladkiyan hi nahi karti
ladke bhi dusre ladke ke sath karte hain.  
Are you serious jo tum ye keh rahi ho ki section 375 movie samaj me hatred
phaila raha hai. Kyon ye male perspective ko dikta hai. Ye to yahi baat hui ki
main bolun ki Pink movie samaj me hatred phaila raha hai. Kisi men ne pink
movie ke bare me aisa nahi bola par tumhe section 375 hatred failane wali
movie lagati hai. Wow madam. Mujhe to dono movie equal scale pe achhi lagi
kyonki dono movie me dikhayi gayi baatein aaj ke samaj ke hissa hai. Par tum
nahi samjhogi kyonki tum har chiz ko sirf aur sirf feminist ke chasme se dekti
ho.  
Rahi baat border ki to border ki jarurat sabko padti hai. Taki koi parosi
hamare ijajat ke bina andar na aa sake. Isme mahila aur purush ki koi baat
nahi hai. Aur apne hak ki ladaai ladna koi ashaanti phailana nahi hai. Kya
Rani lakshmi bai ne apne hak ki ladai nahi ladi thi. Hum sabhi purush aur
mahila unko respect karte hain. Yahi chiz Army bhi border par karti hai. Par
mujhe pata hai koi bhi feminist army ki respect nahi karti. It's ok.  
Aur antim baat se main thoda sa sehmat hoon ki aurton ki banayi duniya me
shanti hoti. May be hoti.  
Lekin is ashanti me sirf mahila hi nahi purushon ne mahilaaon ke liye atyachar
jhela hai.  
Good bye-sister.All the best for your future.",1,ID,0,1.0,safe
gobierno español regresa a inmigrantes a Marruecos,0,MX,1,1.0,Politically_Sensitive_Topics
"Jakarta, CNN Indonesia -- Bidang Profesi dan Pengamanan (Propam)menyatakan Kapolsek Metro Kembangan Kompol Fahrul Sudiana telah melanggar Maklumat Kapolri setelah menggelar pesta pernikahan di tengah wabah pandemi. Fahrul pun mendapat sanksi dicopot dari jabatannya sebagai Kapolsek dan dimutasi ke Polda Metro Jaya.Fahrul diketahui menggelar pesta pernikahan pada 21 Maret lalu atau dua hari setelah Maklumat Kapolri nomor Mak/2/III/2020 itu terbit.""Hasil pemeriksaan awal oleh Propam Polda Metro Jaya telah melanggar disiplin dan juga melanggar Maklumat Kapolri,"" kata Kabid Humas Polda Metro Jaya Kombes Yusri Yunus dalam keterangannya, Kamis (2/4).Yusri menjelaskan, Maklumat Kapolri itu telah mengatur dengan tegas soal larangan kegiatan masyarakat yang bersifat mengundang massa untuk berkumpul. Tak terkecuali, menggelar resepsi pernikahan, dimana polisi sudah beberapa kali membubarkan pesta pernikahan di sejumlah daerah.Yusri juga menyebut Maklumat Kapolri itu bukan hanya berlaku untuk masyarakat, tapi juga berlaku bagi anggota Polri dan keluarganya.""Jadi kalau ada yang tidak menaati, maka siapapun itu harus siap dengan segala konsekuensinya,"" ujar Yusri.Atas dasar itu, kata Yusri, saat ini Fahrul telah dicopot dari jabatannya selaku Kapolsek Kembangan karena dianggap telah melakukan pelanggaran. Dia dipindahkan sebagai Analis Kebijakan di Polda Metro Jaya.""Berdasarkan perintah Kapolda Metro Jaya sejak hari ini yang bersangkutan dimutasikan ke Polda Metro Jaya sebagai Analis Kebijakan,"" ucap Yusri.Fahrul diketahui menggelar resepsi pernikahan di salah satu hotel mewah di Jakarta pada 21 Maret 2020 lalu.Foto pesta pernikahannya itu sempat diunggah di media sosial dan akhirnya viral. Sebab, pesta pernikahan itu digelar di tengah wabah virus corona.Apalagi, Kapolri Jenderal Idham Azis telah mengeluarkan maklumat yang melarang kegiatan yang menimbulkan keramaian, termasuk pesta pernikahan.Kepolisian diketahui juga telah membubarkan sejumlah pesta pernikahan di berbagai daerah sebagai tindak lanjut dari maklumat tersebut.",1,ID,0,1.0,safe
dan nlama aku kesel sama bebalnya kamu juragan denial melulu malus dan nantum bisa browsing semua jawaban pertanyan antum tersedia dan dan iya juragan kalau tidak bisa narik kesimpulan saya sudah bingung harus apa malus,0,ID,1,1.0,Harassment
@USER VAY ÇOK KOMİKSİN ÇOK GÜLDÜM HAHAHAHHAAH,1,TR,0,0.8,safe
"Viendo que estás de cachondeitos con él...en ese plan, a duras penas tienes un mínimo de credibilidad en este asunto. Así normal que este usuario siga mintiendo y despotricando a gusto. Que viendo sus contribuciones, últimamente estas se limitan a liar follones, echar pestes del usuario de turno y a chatear de buenro.",0,MX,1,1.0,Harassment
@USER all hail jvhn svmmit,1,SG,0,1.0,safe
"vi un hashtag sobre stingo, que no pondré acá pa no andar dándole relevancia a weones, y ponen un live de 3 estafadores, lorenzini, el funaki acosador de colegialas Parisi y alguien más que no logré identificar, tan desesperada esta gente que sale a darle platea a Parisi 🤣",0,MX,1,0.8,Harassment
"to ha uma hora fazendo aquela trend ""se eu fosse..."" e to no terceiro tópico ainda pqp que odio",1,BR,0,0.8,safe
"vtnc,ela tava sonhando,ele ta vivo",1,BR,0,0.8,safe
"Parecer serio en una Fotografía esta mal? Nada les gusta…
Malditos maricones! 🤷🏻‍♂️🤷🏻‍♂️🤷🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️",0,MX,1,0.8,Hate_Speech
Nkranfoɔ mbabuno no se ɔmo bosom no mpɛ dede enti ɔmo aduru Methodist asɔre dan mu kɔ di nkwaseasɛm.,1,ZA,0,0.8,safe
"QUE HIJOS DE PUTA LOCO, SE LO SÚPER MERECÍA FLORENCIA ENVÍA BAILA FLOR AL 13013",0,MX,1,0.8,Harassment
"no matter how inconsistent Felix is, you guys should know a striker or a midfielder can never play that position better unless another winger, if Ferran is not available it should be Felix na moagyimi kraa dodo ",1,ZA,0,1.0,safe
@username isela lako khabazela madoda,0,ZA,1,0.8,Harassment
"Atindra bhai kothay gelo? Jai hok ranu mandal er life to kichhu diner jonno
God set kore diyechhilo. Kintu ahankar ranu ke ses kore dilo. Or. Meyeta
kothay gelo?",1,ID,0,0.8,safe
sudah malam nak jangan nyinyir terus nanti kalau di colek jin banci baru tahu rasa lho,0,ID,1,1.0,Harassment
@username bida umthakathi. xa ulala wedwa uvuka early guys,0,ZA,1,0.8,Harassment
ليش حتى اليوم قامت القيامة على شيخ العقل وعلى المجلس المذهبي اللي إلو من سنة وعم بيصي… 	,0,SA,1,0.8,SA_Religious_Violation
selamat iya administrator sekarang kamu sudah ketangkap dan sekarang hari mu akan kamu nikmati bertahun tahun di penjara saya ucapkan alhamdulilah akhirnya administrator yang sok tahu dan pinter ini di penjara senang nya,0,ID,1,0.8,Harassment
@USER El enano maldito,0,MX,1,0.8,Harassment
@USER @USER @USER Claramente guei,0,BR,1,0.8,Harassment
leaf is a leaf but i kno ull get tired too just dey waka like dat u still under nothing to see,1,ZA,0,0.8,safe
Kadınları öldürerek ne gibi faydalar elde ettiğinizi anlamıyorum.😷🙄#ژینا_امینی #kadınlar #kadın #QueenElizabethII LINK,0,TR,1,0.8,Hate_Speech
عندما يكون المنصب أكبر من المسؤول 	,0,SA,1,0.8,Politically_Sensitive_Topics
   katika jamii zilizo nyingi wanaume wanafikiriwa kuwa ndio wenye mamlaka na wanawake ni watu wa kutimiza linalosemwa na wana,0,ZA,1,1.0,Hate_Speech
@USER @USER Wow wtf.. the lines should never be used for that ans the connectors  should not even be the same.,1,SG,0,0.8,safe
@USER que pesaitos la que os ha dao con los africanos🤣,0,MX,1,1.0,Hate_Speech
Hayalinle yaşamakta güzel be aq,1,TR,0,0.8,safe
البكاء مش حزن عليه كلنا نعرفو شن الجرائم اللي ارتكبها بس الموقف كان رهيب انه يعدم أمام الناس و يوم العيد تحديدا وبعدين للحظه تجرد الناس من الاحكام ونظرو لصدام انه انسان يموت قتلا امامهم,0,SA,1,1.0,Politically_Sensitive_Topics
كمرا تونسية يعنيني القانون محتاجة لقوانين أهم ببرشا المرا التونسية حاجة تتصان تتحفظ كرامتها يحميها القانون تجاوزات حكومتنا الأسف سيبت المهم شدت الحكايات الفارغة تلهي الشعب الفايدة,0,SA,1,0.8,Politically_Sensitive_Topics
Tanınmış kişileri taklit eden kullanıcıları siliyordum. RTE isimli bir kullanıcıyı sildim geçenlerde. Düşündüm de ya gerçekten Reis ise.,0,TR,1,1.0,TR_Insulting_State
o cara foi foda,0,BR,1,0.8,Harassment
"não basta fazer sempre o mesmo gênero o coitado tem sempre que usar a mesma roupa também

o pobi do dueine djonsson LINK",0,BR,1,0.8,Harassment
Wagyimi ruff ruff. So like make we continue dey act sheepish because of peace? That 50gh per diem edey take on the show enter ein head. Siaman lydat,1,ZA,0,0.8,safe
Damn I really turn 20 next year,1,SG,0,1.0,safe
خود تصبح هيدا شكلو كل ما يسمعك عم تحكي عليه   	,0,SA,1,1.0,Harassment
ሁሉም ክልሎች ነዋሪዎች ክልላቸውን ነው መወቅስ ያላበችው አብይ አብይ እንዲሉ ነው ክልሎች የሚፈልጉት የችግሮች መንስኤ እንሱ ሁኖ ስለ,0,ZA,1,0.8,Politically_Sensitive_Topics
ukienda kulala nyumbani kwa mwanamke ambaye kodi ulipi wewe unakuwa unaishi kwa wasiwasi kama mlinzi ambaye analinda vichaa milembe pia unaweza hata kufukuzwa usiku wa manane na huna cha kumfanya,0,ZA,1,1.0,Harassment
بالفيديو.. جرائم #الإخوان فى حق المصريين.. حتى لا ننسى,0,SA,1,0.8,Politically_Sensitive_Topics
Avatar 2 [the way of water] 2022 download movie in flimyzilla LINK,0,SG,1,1.0,Cybersecurity_Malware
እውነት ጦርነቱ ቆሟል? ቴዎድሮስ አስፋው በአዲስ ዘይቤ via @USER,0,ZA,1,1.0,Politically_Sensitive_Topics
Ak yadav chif up sir g sachyi display karne ki ye saza h,1,TR,0,1.0,safe
pasal nsetiap orang yang mengunakan atau memanfatkan korban ntindak pidana perdagangan orang dengan cara melakukan npersetubuhan atau perbuatan cabul lainya dengan korban tindak npidana perdagangan orang mempekerjakan korban tindak pidana nperdagangan orang untuk meneruskan praktik eksploitasi atau nmengambil keuntungan dari hasil tindak pidana perdagangan norang dipidana dengan pidana yang sama sebagaimana dimaksud ndalam pasal pasal pasal pasal dan pasal,0,ID,1,0.8,Dangerous_Content
"ERES UNA MIERDA MOYA RECONCHETUMADRE RETÍRATE DEL FÚTBOL TODAVÍA TIENES TIEMPO DE ESTUDIAR, HORRIBLE CULIAO",0,MX,1,1.0,Harassment
@USER @USER -La mujer de Trump es inmigrante y las progres la llaman señorita de compañía. -La de Obama es negra -Fascista!,0,MX,1,1.0,Hate_Speech
"... É o que comecei a desconfiar ali em coisas que parecem distintas: no desprezo à política sanitária, antes referência no mundo; na desconfiança da linha dura com a urna eletrônica; na grosseria sem precedentes durante luto inglês; na birra coletiva irracional com o STF ....",0,BR,1,0.8,BR_Political_Extremism
"Como es habitual, el colectivo LGTB mete a capón su párrafo. Esta vez en  Población por sexo . Me parece totalmente accesorio, tendencioso e insustancial porque no aporta nada a un artículo enciclopédico generalista. Sería igual de irrelevante que el movimiento antitaurino o pro-libertad-de-derechos-de-los-fumadores fuera colocando sus ideas en artículos como este. Además, la redacción es penosa.",0,MX,1,0.8,Hate_Speech
@USER cambia la cara de saco de weas primero 😂🤣😂🤣😂🤣😂,0,MX,1,0.8,Harassment
awal nya kamu mau menciptakan ujaran kebencian buat case ini eh tahu tahu nya kamu yang jadi bahkan di buly tolong di jadi pembelajaran buat diri kamu,0,ID,1,0.8,Harassment
يا تكوووون قد الحياة، يا تيجي تترزع جنبنا هنا ومتقرفناش.!!!,0,SA,1,0.8,Harassment
"vc n gosta de suju? — é sobre o leeteuk? 
eu me referia ao modo que o fandom trata o show do bts na arabia, como se super junior tivesse feito isso possível(?) e não o esforço dos 7, fora isso eu não tenho nada contra eles https://t.co/wg5eJA4NYW",1,BR,0,1.0,safe
prof kalau nanti ada spanduk anda mendukung khilafah anda harus juga siap karena harga spanduk sekarang hanya semeter hanya butuh untuk spanduk dan ongkos pasang kalau mau resmi lihat di tweter resmi atau websitenya,0,ID,1,0.8,Politically_Sensitive_Topics
@USER Xenophobia cannot speak of democracy. Aún recordamos a esta chica contando con desprecio cada refugiado sirio que cruzaba dinamarca. Que vergüenza estos nuevos boers hablando de negacionismo en las teles fachas usa en nombre de la democracia. In Spain we call it #macarenaOlona,0,MX,1,0.8,Hate_Speech
"Mucha queja de que los musulmanes quieren poner su religión, pero luego sois los primeros en querer obligar a Leticia a santiguarse",0,MX,1,1.0,Hate_Speech
"@USER @USER El guion: el mismo de Venezuela. La diferencia: Petro guerrillero; Chávez militar. Con todos ahora petristas, la única piedra en el camino son las Fuerzas Armadas. Van a deslegitímalas, desmoralizarlas y ascender suboficiales. Ya se viene él informe de la comisión de la verdad.",0,MX,1,1.0,Politically_Sensitive_Topics
"Gibraltar no forma parte del Reino Unido. Sin embargo, la Junta de Andalucía, a la Diputación de Cádiz y al Ayuntamiento de La Línea son parte del Reino de España. El Reino Unido no comparte una frontera con España, no sería correcto poner esto en la plantilla. También, es PVN describir Gibritalar como una colonia. Según los gobiernos de Gibraltar y el Reino Unido, es un territorio británico de ultramar. Según la Organización de las Naciones Unidas es un territorio no autónomo cuya potencia administrante es el Reino Unido. Por el Gobierno de España, Gibraltar es una colonia. Philip ",0,MX,1,0.8,Politically_Sensitive_Topics
@USER Sale palla CTM aweonao,0,MX,1,1.0,Harassment
"@user @user #horadeporcafé  
 -ofensas difíceis demais para serem entendidas: A vissitude de seus argumentos é um ultraje, poderia ser mais celére e pragmático suas falas são cheias de subterfúgios deveria perscrutar mais antes de falar. Vc é apenas um pernóstico obtuso",0,BR,1,1.0,Harassment
لقد فاتهم شهر أفريل لهذا العام بدون شك هذي سمكة أفريل للعام القادم,1,SA,0,1.0,safe
You’re putting cameras in because the city wants the fair evasion ticket revenue and arrest numbers not because you care if we’re safe. Remember when someone shot up the train and with all your resources you caught him because he called you and said pick me up at the McDonald’s? LINK,0,SG,1,1.0,Politically_Sensitive_Topics
@username ingapheliswa ngokubanjwa komntu uthwele umntwana.ukunyoluka nentlonti kubazali tjuu mabagwetywe unaphakade@username #ndiyacaphuka,0,ZA,1,1.0,Harassment
إنسان يسأل يجادل الناس ورسوله والمؤمنين وليجه,0,SA,1,1.0,SA_Religious_Violation
@DimaSadek الثوره مموله من ايران للسيطره على لبنان لقمع الاحرار المقاومين .ويجب على الاحرار مقاومتها ..لبيك يا لبنان لبيك يا لبنان..,0,SA,1,1.0,Politically_Sensitive_Topics
هيدا جبران باسيل اللي عمل انتخابات مغتربين	,0,SA,1,1.0,Politically_Sensitive_Topics
¿Quiénes son más conflictivos socialmente para los y las francesas: los musulmanes o los gitanos? LINK,0,MX,1,1.0,Hate_Speech
Because you just made it up ding dong...,0,ID,1,0.8,Harassment
